group,ticker,company,member_role,mean_corr_to_group,median_corr_to_group,max_corr_to_peer,strong_link_count,pc1_loading,best_coupled_peer,best_coupled_peer_company
Server OEM,6701.T,NEC,weakly coupled,0.12619221782004214,0.11053977769552864,0.3050749035329703,0,0.15968082940136594,PSTG,Pure Storage
components,009150.KS,Samsung Electro-Mechanics,coupling core,0.5158534271312631,0.44431893649927046,0.795869551711492,3,0.3061191931320805,6981.T,Murata Manufacturing
components,6981.T,Murata Manufacturing,coupling core,0.47763757994644923,0.4060650258971916,0.795869551711492,2,0.2869390801975849,009150.KS,Samsung Electro-Mechanics
components,011070.KS,LG Innotek,coupling core,0.4560317048141182,0.3955436064772414,0.7676787623356179,2,0.2751812840288595,009150.KS,Samsung Electro-Mechanics
components,ADI,Analog Devices,partial / bridge,0.46360528944603907,0.44428902664486625,0.6144277903000916,0,0.274591568925799,MPWR,Monolithic Power Systems
components,4062.T,Ibiden,partial / bridge,0.4613435115340939,0.45755582489045593,0.631273958977917,0,0.27595092846230374,6981.T,Murata Manufacturing
components,APH,Amphenol,partial / bridge,0.45699620750076103,0.4319878584491188,0.7764474121085005,1,0.27102246668632957,TEL,TE Connectivity
components,3037.TW,Unimicron,partial / bridge,0.4479516118538908,0.44431893649927046,0.7110587772488665,1,0.26552297909877837,8046.TW,Nan Ya PCB
components,ATS.VI,AT&S,partial / bridge,0.4441065389551367,0.4261810071714315,0.5758748267534165,0,0.2664071667433437,009150.KS,Samsung Electro-Mechanics
components,MPWR,Monolithic Power Systems,partial / bridge,0.4371274660732429,0.44654570792899734,0.6144277903000916,0,0.2602843072382818,ADI,Analog Devices
components,TEL,TE Connectivity,partial / bridge,0.4305371874067179,0.38784590743444924,0.7764474121085005,1,0.25656006288929883,APH,Amphenol
components,2327.TW,Yageo,partial / bridge,0.4298314433636878,0.40692635672817595,0.7074966787123387,1,0.2598432581124921,009150.KS,Samsung Electro-Mechanics
components,SIMO,Silicon Motion,partial / bridge,0.4173783654983368,0.4181052268225476,0.5420378200016656,0,0.25108866830624244,009150.KS,Samsung Electro-Mechanics
components,RMBS,Rambus,partial / bridge,0.41331315068771385,0.40692635672817595,0.501168225612073,0,0.24790619953351176,APH,Amphenol
components,8046.TW,Nan Ya PCB,partial / bridge,0.3945779274243455,0.36902440187470703,0.7110587772488665,1,0.23698502777016853,3037.TW,Unimicron
foundry,0981.HK,SMIC,weakly coupled,0.15269755723211198,0.15269755723211198,0.15269755723211198,0,0.7071067811865475,TSM,TSMC
foundry,TSM,TSMC,weakly coupled,0.15269755723211198,0.15269755723211198,0.15269755723211198,0,0.7071067811865475,0981.HK,SMIC
meterier,4063.T,Shin-Etsu Chemical,partial / bridge,0.4317933605417551,0.44146005917474324,0.5822760848350974,0,0.43186952818129154,4186.T,Tokyo Ohka Kogyo
meterier,GLW,Corning,partial / bridge,0.3695271976938655,0.38820405139304615,0.4465573137056406,0,0.37485399631452526,LIN,Linde
meterier,LIN,Linde,partial / bridge,0.3604681945033426,0.33701227330467476,0.6585899097560943,1,0.3765225779337586,AI.PA,Air Liquide
meterier,ENTG,Entegris,partial / bridge,0.3574706274283926,0.33701227330467476,0.5396143562689976,0,0.3665569250188475,4063.T,Shin-Etsu Chemical
meterier,AI.PA,Air Liquide,partial / bridge,0.3558376493108172,0.3040498142177614,0.6585899097560943,1,0.37186476256627427,LIN,Linde
meterier,4186.T,Tokyo Ohka Kogyo,partial / bridge,0.3366777568845207,0.2722047694879815,0.5822760848350974,0,0.34932965050047704,4063.T,Shin-Etsu Chemical
meterier,MRK.DE,Merck KGaA,weakly coupled,0.28619582794213194,0.30121302434749686,0.3492823859376911,0,0.29680280276621673,4063.T,Shin-Etsu Chemical
meterier,4109.T,Stella Chemifa,weakly coupled,0.2109155151956233,0.23388801717217436,0.2971217036351445,0,0.22007601190316728,GLW,Corning
