group,company,ticker_x,db_ticker,fiscal_year,revenue_annual_growth,op_income_annual_growth,annual_observations,revenue_growth_bucket_floor,revenue_growth_bucket_label,op_income_growth_bucket_floor,op_income_growth_bucket_label,company_best_growth_metric,company_avg_growth_rate,avg_pair_corr,pc1_share,strong_pair_share
AI Platforms,Adobe,ADBE,ADBE,2020,0.23673133141729008,0.30990570062658707,1,0.2,20%~30%,0.30000000000000004,30%~40%,annual revenue YoY,0.23673133141729008,0.40510831461751706,0.5841165665381229,0.3333333333333333
AI Platforms,Cloudflare,NET,NET,2020,0.4281139977022572,,1,0.4,40%~50%,,,annual revenue YoY,0.4281139977022572,0.40510831461751706,0.5841165665381229,0.3333333333333333
AI Platforms,Datadog,DDOG,DDOG,2020,0.9658101844959857,,1,0.9,90%~100%,,,annual revenue YoY,0.9658101844959857,0.40510831461751706,0.5841165665381229,0.3333333333333333
AI Platforms,IBM,IBM,IBM,2020,0.005711469692566196,,1,0.0,0%~10%,,,annual revenue YoY,0.005711469692566196,0.40510831461751706,0.5841165665381229,0.3333333333333333
AI Platforms,MongoDB,MDB,MDB,2020,0.44617394712773817,,1,0.4,40%~50%,,,annual revenue YoY,0.44617394712773817,0.40510831461751706,0.5841165665381229,0.3333333333333333
AI Platforms,Palantir,PLTR,PLTR,2020,,,1,,,,,annual op income YoY,,0.40510831461751706,0.5841165665381229,0.3333333333333333
AI Platforms,Salesforce,CRM,CRM,2020,0.24925921536091034,1.0825688073394497,1,0.2,20%~30%,1.0,100%~110%,annual revenue YoY,0.24925921536091034,0.40510831461751706,0.5841165665381229,0.3333333333333333
AI Platforms,ServiceNow,NOW,NOW,2020,0.35982494602537196,,1,0.30000000000000004,30%~40%,,,annual revenue YoY,0.35982494602537196,0.40510831461751706,0.5841165665381229,0.3333333333333333
AI Platforms,Adobe,ADBE,ADBE,2021,0.23709856035437427,0.1507042253521127,1,0.2,20%~30%,0.1,10%~20%,annual revenue YoY,0.23709856035437427,0.27840458958495895,0.5494269869693739,0.1388888888888889
AI Platforms,Cloudflare,NET,NET,2021,0.4896768635103854,,1,0.4,40%~50%,,,annual revenue YoY,0.4896768635103854,0.27840458958495895,0.5494269869693739,0.1388888888888889
AI Platforms,Datadog,DDOG,DDOG,2021,0.8315099683456433,,1,0.8,80%~90%,,,annual revenue YoY,0.8315099683456433,0.27840458958495895,0.5494269869693739,0.1388888888888889
AI Platforms,IBM,IBM,IBM,2021,-0.27486776143031244,,1,-0.30000000000000004,-30%~-20%,,,annual revenue YoY,-0.27486776143031244,0.27840458958495895,0.5494269869693739,0.1388888888888889
AI Platforms,MongoDB,MDB,MDB,2021,0.6082588479051729,,1,0.6000000000000001,60%~70%,,,annual revenue YoY,0.6082588479051729,0.27840458958495895,0.5494269869693739,0.1388888888888889
AI Platforms,Palantir,PLTR,PLTR,2021,0.24713432279323944,,1,0.2,20%~30%,,,annual revenue YoY,0.24713432279323944,0.27840458958495895,0.5494269869693739,0.1388888888888889
AI Platforms,Salesforce,CRM,CRM,2021,0.2601518026565466,0.1784140969162995,1,0.2,20%~30%,0.1,10%~20%,annual revenue YoY,0.2601518026565466,0.27840458958495895,0.5494269869693739,0.1388888888888889
AI Platforms,ServiceNow,NOW,NOW,2021,0.32627214797824,,1,0.30000000000000004,30%~40%,,,annual revenue YoY,0.32627214797824,0.27840458958495895,0.5494269869693739,0.1388888888888889
AI Platforms,Snowflake,SNOW,SNOW,2021,,,1,,,,,annual op income YoY,,0.27840458958495895,0.5494269869693739,0.1388888888888889
AI Platforms,Adobe,ADBE,ADBE,2022,0.151911198639334,0.2965116279069768,1,0.1,10%~20%,0.2,20%~30%,annual revenue YoY,0.151911198639334,0.32284579688684467,0.4288928202581683,0.1388888888888889
AI Platforms,Cloudflare,NET,NET,2022,0.5018326121342616,,1,0.5,50%~60%,,,annual revenue YoY,0.5018326121342616,0.32284579688684467,0.4288928202581683,0.1388888888888889
AI Platforms,Datadog,DDOG,DDOG,2022,0.663448922211809,,1,0.6000000000000001,60%~70%,,,annual revenue YoY,0.663448922211809,0.32284579688684467,0.4288928202581683,0.1388888888888889
AI Platforms,IBM,IBM,IBM,2022,-0.04392348476972663,,1,-0.1,-10%~0%,,,annual revenue YoY,-0.04392348476972663,0.32284579688684467,0.4288928202581683,0.1388888888888889
AI Platforms,MongoDB,MDB,MDB,2022,0.5793810108757527,,1,0.5,50%~60%,,,annual revenue YoY,0.5793810108757527,0.32284579688684467,0.4288928202581683,0.1388888888888889
AI Platforms,Palantir,PLTR,PLTR,2022,0.4715044676825286,,1,0.4,40%~50%,,,annual revenue YoY,0.4715044676825286,0.32284579688684467,0.4288928202581683,0.1388888888888889
AI Platforms,Salesforce,CRM,CRM,2022,0.2873061285950911,-0.44485981308411215,1,0.2,20%~30%,-0.5,-50%~-40%,annual revenue YoY,0.2873061285950911,0.32284579688684467,0.4288928202581683,0.1388888888888889
AI Platforms,ServiceNow,NOW,NOW,2022,0.3060693641618497,3.738095238095238,1,0.30000000000000004,30%~40%,3.7,370%~380%,annual revenue YoY,0.3060693641618497,0.32284579688684467,0.4288928202581683,0.1388888888888889
AI Platforms,Snowflake,SNOW,SNOW,2022,1.7387913020089796,,1,1.7000000000000002,170%~180%,,,annual revenue YoY,1.7387913020089796,0.32284579688684467,0.4288928202581683,0.1388888888888889
AI Platforms,Adobe,ADBE,ADBE,2023,0.22668635374572577,0.3693651168279444,1,0.2,20%~30%,0.30000000000000004,30%~40%,annual revenue YoY,0.22668635374572577,0.5746194948672971,0.6303692582466014,0.3888888888888889
AI Platforms,Cloudflare,NET,NET,2023,0.5228217019015959,,1,0.5,50%~60%,,,annual revenue YoY,0.5228217019015959,0.5746194948672971,0.6303692582466014,0.3888888888888889
AI Platforms,Datadog,DDOG,DDOG,2023,0.7047919849668416,,1,0.7000000000000001,70%~80%,,,annual revenue YoY,0.7047919849668416,0.5746194948672971,0.6303692582466014,0.3888888888888889
AI Platforms,IBM,IBM,IBM,2023,0.03934467822903631,,1,0.0,0%~10%,,,annual revenue YoY,0.03934467822903631,0.5746194948672971,0.6303692582466014,0.3888888888888889
AI Platforms,MongoDB,MDB,MDB,2023,0.3999336052357012,,1,0.30000000000000004,30%~40%,,,annual revenue YoY,0.3999336052357012,0.5746194948672971,0.6303692582466014,0.3888888888888889
AI Platforms,Palantir,PLTR,PLTR,2023,0.41111659206368234,,1,0.4,40%~50%,,,annual revenue YoY,0.41111659206368234,0.5746194948672971,0.6303692582466014,0.3888888888888889
AI Platforms,Salesforce,CRM,CRM,2023,0.2429523920926424,0.531986531986532,1,0.2,20%~30%,0.5,50%~60%,annual revenue YoY,0.2429523920926424,0.5746194948672971,0.6303692582466014,0.3888888888888889
AI Platforms,ServiceNow,NOW,NOW,2023,0.30471343217526003,0.29145728643216073,1,0.30000000000000004,30%~40%,0.2,20%~30%,annual revenue YoY,0.30471343217526003,0.5746194948672971,0.6303692582466014,0.3888888888888889
AI Platforms,Snowflake,SNOW,SNOW,2023,1.2362737395561063,,1,1.2000000000000002,120%~130%,,,annual revenue YoY,1.2362737395561063,0.5746194948672971,0.6303692582466014,0.3888888888888889
AI Platforms,Adobe,ADBE,ADBE,2024,0.11536268609439349,0.051016890727335396,1,0.1,10%~20%,0.0,0%~10%,annual revenue YoY,0.11536268609439349,0.5079988300287231,0.5772758271302495,0.2777777777777778
AI Platforms,Cloudflare,NET,NET,2024,0.4856830777574317,,1,0.4,40%~50%,,,annual revenue YoY,0.4856830777574317,0.5079988300287231,0.5772758271302495,0.2777777777777778
AI Platforms,Datadog,DDOG,DDOG,2024,0.6282329429695639,,1,0.6000000000000001,60%~70%,,,annual revenue YoY,0.6282329429695639,0.5079988300287231,0.5772758271302495,0.2777777777777778
AI Platforms,IBM,IBM,IBM,2024,0.05544899738448117,,1,0.0,0%~10%,,,annual revenue YoY,0.05544899738448117,0.5079988300287231,0.5772758271302495,0.2777777777777778
AI Platforms,MongoDB,MDB,MDB,2024,0.48003319895660423,,1,0.4,40%~50%,,,annual revenue YoY,0.48003319895660423,0.5079988300287231,0.5772758271302495,0.2777777777777778
AI Platforms,Palantir,PLTR,PLTR,2024,0.23606238840798532,,1,0.2,20%~30%,,,annual revenue YoY,0.23606238840798532,0.5079988300287231,0.5772758271302495,0.2777777777777778
AI Platforms,Salesforce,CRM,CRM,2024,0.24656502917372491,0.20439560439560434,1,0.2,20%~30%,0.2,20%~30%,annual revenue YoY,0.24656502917372491,0.5079988300287231,0.5772758271302495,0.2777777777777778
AI Platforms,ServiceNow,NOW,NOW,2024,0.22879918588873815,0.38132295719844356,1,0.2,20%~30%,0.30000000000000004,30%~40%,annual revenue YoY,0.22879918588873815,0.5079988300287231,0.5772758271302495,0.2777777777777778
AI Platforms,Snowflake,SNOW,SNOW,2024,1.0595035208234456,,1,1.0,100%~110%,,,annual revenue YoY,1.0595035208234456,0.5079988300287231,0.5772758271302495,0.2777777777777778
AI Platforms,Adobe,ADBE,ADBE,2025,0.10240826990798602,0.09052148245326341,1,0.1,10%~20%,0.0,0%~10%,annual revenue YoY,0.10240826990798602,0.4065147633194695,0.4926975763914538,0.1111111111111111
AI Platforms,Cloudflare,NET,NET,2025,0.32966620558405557,,1,0.30000000000000004,30%~40%,,,annual revenue YoY,0.32966620558405557,0.4065147633194695,0.4926975763914538,0.1111111111111111
AI Platforms,Datadog,DDOG,DDOG,2025,0.2705862336576921,,1,0.2,20%~30%,,,annual revenue YoY,0.2705862336576921,0.4065147633194695,0.4926975763914538,0.1111111111111111
AI Platforms,IBM,IBM,IBM,2025,0.02197257558235588,,1,0.0,0%~10%,,,annual revenue YoY,0.02197257558235588,0.4065147633194695,0.4926975763914538,0.1111111111111111
AI Platforms,MongoDB,MDB,MDB,2025,0.4695198573557249,,1,0.4,40%~50%,,,annual revenue YoY,0.4695198573557249,0.4065147633194695,0.4926975763914538,0.1111111111111111
AI Platforms,Palantir,PLTR,PLTR,2025,0.16745152216493153,,1,0.1,10%~20%,,,annual revenue YoY,0.16745152216493153,0.4065147633194695,0.4926975763914538,0.1111111111111111
AI Platforms,Salesforce,CRM,CRM,2025,0.18345160803261362,0.8795620437956204,1,0.1,10%~20%,0.8,80%~90%,annual revenue YoY,0.18345160803261362,0.4065147633194695,0.4926975763914538,0.1111111111111111
AI Platforms,ServiceNow,NOW,NOW,2025,0.23823326432022074,1.1464788732394364,1,0.2,20%~30%,1.1,110%~120%,annual revenue YoY,0.23823326432022074,0.4065147633194695,0.4926975763914538,0.1111111111111111
AI Platforms,Snowflake,SNOW,SNOW,2025,0.6940976456684713,,1,0.6000000000000001,60%~70%,,,annual revenue YoY,0.6940976456684713,0.4065147633194695,0.4926975763914538,0.1111111111111111
AI Platforms,MongoDB,MDB,MDB,2026,0.31071539827419703,,1,0.30000000000000004,30%~40%,,,annual revenue YoY,0.31071539827419703,0.6989520017454046,0.7422074735415244,0.6388888888888888
AI Platforms,Salesforce,CRM,CRM,2026,0.3244769073743301,7.657281553398057,1,0.30000000000000004,30%~40%,,,annual revenue YoY,0.3244769073743301,0.6989520017454046,0.7422074735415244,0.6388888888888888
AI Platforms,Snowflake,SNOW,SNOW,2026,0.3586409954401961,,1,0.30000000000000004,30%~40%,,,annual revenue YoY,0.3586409954401961,0.6989520017454046,0.7422074735415244,0.6388888888888888
AI Software,Meta Platforms,META,META,2016,,,1,,,,,annual op income YoY,,0.33199855902562836,0.6659992795128142,0.0
AI Software,Meta Platforms,META,META,2017,0.43815177282207607,0.2464957949539448,1,0.4,40%~50%,0.2,20%~30%,annual revenue YoY,0.43815177282207607,0.6171491533089885,0.8085745766544942,0.0
AI Software,Meta Platforms,META,META,2018,0.5416108879964301,0.9963052208835341,1,0.5,50%~60%,0.9,90%~100%,annual revenue YoY,0.5416108879964301,0.44532676415895533,0.7226633820794777,0.0
AI Software,Meta Platforms,META,META,2019,0.4709096171937188,0.6257342882433412,1,0.4,40%~50%,0.6000000000000001,60%~70%,annual revenue YoY,0.4709096171937188,0.6041357976572354,0.8020678988286176,0.0
AI Software,Meta Platforms,META,META,2020,0.37352716896661997,0.2331336930158887,1,0.30000000000000004,30%~40%,0.2,20%~30%,annual revenue YoY,0.37352716896661997,0.12716986177199366,0.5635849308859968,0.0
AI Software,Meta Platforms,META,META,2021,0.26610910132884413,-0.03720948902179588,1,0.2,20%~30%,-0.1,-10%~0%,annual revenue YoY,0.26610910132884413,-0.48598504807962645,0.7429925240398132,0.0
AI Software,Baidu,BIDU,BIDU,2022,,,1,,,,,annual op income YoY,,0.6875712012477856,0.8437856006238927,1.0
AI Software,Meta Platforms,META,META,2022,0.21596390228722573,0.3620862169598933,1,0.2,20%~30%,0.30000000000000004,30%~40%,annual revenue YoY,0.21596390228722573,0.6875712012477856,0.8437856006238927,1.0
AI Software,Baidu,BIDU,BIDU,2023,0.0883201940570042,0.3736408773804287,1,0.0,0%~10%,0.30000000000000004,30%~40%,annual revenue YoY,0.0883201940570042,0.5248724581154053,0.7624362290577027,0.0
AI Software,Meta Platforms,META,META,2023,0.3718257430349561,0.4310244559395182,1,0.30000000000000004,30%~40%,0.4,40%~50%,annual revenue YoY,0.3718257430349561,0.5248724581154053,0.7624362290577027,0.0
AI Software,Baidu,BIDU,BIDU,2024,-0.010943699014844155,-0.02681185944363107,1,-0.1,-10%~0%,-0.1,-10%~0%,annual revenue YoY,-0.010943699014844155,-0.03522610333705729,0.5176130516685287,0.0
AI Software,Meta Platforms,META,META,2024,-0.011193175554782941,-0.3809167326160888,1,-0.1,-10%~0%,-0.4,-40%~-30%,annual revenue YoY,-0.011193175554782941,-0.03522610333705729,0.5176130516685287,0.0
AI Software,Baidu,BIDU,BIDU,2025,-0.030392488262910744,-0.512599905970851,1,-0.1,-10%~0%,-0.6000000000000001,-60%~-50%,annual revenue YoY,-0.030392488262910744,0.039614447596286684,0.5198072237981434,0.0
AI Software,Meta Platforms,META,META,2025,0.15687468377226454,0.615222498618021,1,0.1,10%~20%,0.6000000000000001,60%~70%,annual revenue YoY,0.15687468377226454,0.039614447596286684,0.5198072237981434,0.0
CPU,ARM Holdings,ARM,ARM,2024,0.20679357969391554,-0.8274336283185841,1,0.2,20%~30%,-0.9,-90%~-80%,annual revenue YoY,0.20679357969391554,0.40726832421617726,0.7036341621080886,0.0
CPU,Intel,INTC,INTC,2024,-0.20209050415063778,-0.8800370065789473,1,-0.30000000000000004,-30%~-20%,-0.9,-90%~-80%,annual revenue YoY,-0.20209050415063778,0.40726832421617726,0.7036341621080886,0.0
CPU,ARM Holdings,ARM,ARM,2025,0.2394061243427157,6.102564102564102,1,0.2,20%~30%,,,annual revenue YoY,0.2394061243427157,0.2055233623466883,0.6027616811733442,0.0
CPU,Intel,INTC,INTC,2025,-0.13997525930155108,-0.9601542416452442,1,-0.2,-20%~-10%,-1.0,-100%~-90%,annual revenue YoY,-0.13997525930155108,0.2055233623466883,0.6027616811733442,0.0
CPU,ARM Holdings,ARM,ARM,2026,0.22785126029448466,0.09265944645006008,1,0.2,20%~30%,0.0,0%~10%,annual revenue YoY,0.22785126029448466,0.2764714725872666,0.6382357362936333,0.0
Cooling,Modine Manufacturing,MOD,MOD,2016,,,1,,,,,annual op income YoY,,0.026367784867299366,0.5507427452760371,0.0
Cooling,Trane Technologies,TT,TT,2016,,,1,,,,,annual op income YoY,,0.026367784867299366,0.5507427452760371,0.0
Cooling,Trane Technologies,TT,TT,2017,0.03174984873636699,0.061934932725848935,1,0.0,0%~10%,0.0,0%~10%,annual revenue YoY,0.03174984873636699,0.1656345157077932,0.5102353254546609,0.0
Cooling,Modine Manufacturing,MOD,MOD,2018,-0.0846643205197617,-0.0026881720430107503,1,-0.1,-10%~0%,-0.1,-10%~0%,annual revenue YoY,-0.0846643205197617,0.22837455675645812,0.5452263107497248,0.0
Cooling,Trane Technologies,TT,TT,2018,0.015653311479846943,0.07474693302942947,1,0.0,0%~10%,0.0,0%~10%,annual revenue YoY,0.015653311479846943,0.22837455675645812,0.5452263107497248,0.0
