source_section,target_section,source_metric,target_metric,lag_quarters,timing,lag_interpretation,observations,corr,r_squared,beta_revenue_yoy_per_1_capex_change,status
AI Chip,DRAM,capex_qoq_pct,revenue_usd_m_yoy_pct,1,source capex leads,AI Chip capex leads DRAM revenue by 1 quarter(s),4,-0.01953909974531163,0.000381776418857237,-17.388611482017104,exploratory_low_n_qoq_source
AI Chip,DRAM,capex_qoq_pct,revenue_usd_m_yoy_pct,2,source capex leads,AI Chip capex leads DRAM revenue by 2 quarter(s),3,,,,insufficient_observations
AI Chip,DRAM,capex_qoq_pct,revenue_usd_m_yoy_pct,3,source capex leads,AI Chip capex leads DRAM revenue by 3 quarter(s),2,,,,insufficient_observations
AI Chip,DRAM,capex_qoq_pct,revenue_usd_m_yoy_pct,4,source capex leads,AI Chip capex leads DRAM revenue by 4 quarter(s),1,,,,insufficient_observations
AI Chip,DRAM,capex_qoq_pct,revenue_usd_m_yoy_pct,5,source capex leads,AI Chip capex leads DRAM revenue by 5 quarter(s),0,,,,insufficient_observations
AI Chip,DRAM,capex_qoq_pct,revenue_usd_m_yoy_pct,6,source capex leads,AI Chip capex leads DRAM revenue by 6 quarter(s),0,,,,insufficient_observations
AI Chip,DRAM,capex_qoq_pct,revenue_usd_m_yoy_pct,7,source capex leads,AI Chip capex leads DRAM revenue by 7 quarter(s),0,,,,insufficient_observations
AI Chip,DRAM,capex_qoq_pct,revenue_usd_m_yoy_pct,8,source capex leads,AI Chip capex leads DRAM revenue by 8 quarter(s),0,,,,insufficient_observations
AI Chip,Energy,capex_qoq_pct,revenue_usd_m_yoy_pct,-4,target revenue leads,Energy revenue leads AI Chip capex by 4 quarter(s),5,-0.559450439338498,0.31298479407603846,-0.0639417716947675,exploratory_low_n_qoq_source
AI Chip,Energy,capex_qoq_pct,revenue_usd_m_yoy_pct,-3,target revenue leads,Energy revenue leads AI Chip capex by 3 quarter(s),5,-0.940974841034185,0.8854336514593099,-0.09415739852901132,exploratory_low_n_qoq_source
AI Chip,Energy,capex_qoq_pct,revenue_usd_m_yoy_pct,-2,target revenue leads,Energy revenue leads AI Chip capex by 2 quarter(s),5,0.3383892179041244,0.11450726279376498,0.041823107129976084,exploratory_low_n_qoq_source
AI Chip,Energy,capex_qoq_pct,revenue_usd_m_yoy_pct,-1,target revenue leads,Energy revenue leads AI Chip capex by 1 quarter(s),5,0.09510201392584505,0.009044393052751626,0.012293881412153455,exploratory_low_n_qoq_source
AI Chip,Energy,capex_qoq_pct,revenue_usd_m_yoy_pct,0,synchronous,AI Chip capex and Energy revenue move in the same quarter,5,0.5650126565433111,0.31923930205412965,0.08306175891109774,exploratory_low_n_qoq_source
AI Chip,Energy,capex_qoq_pct,revenue_usd_m_yoy_pct,1,source capex leads,AI Chip capex leads Energy revenue by 1 quarter(s),4,0.945156632538759,0.8933210600320067,0.1175803157044376,exploratory_low_n_qoq_source
AI Chip,Energy,capex_qoq_pct,revenue_usd_m_yoy_pct,2,source capex leads,AI Chip capex leads Energy revenue by 2 quarter(s),3,,,,insufficient_observations
AI Chip,Energy,capex_qoq_pct,revenue_usd_m_yoy_pct,3,source capex leads,AI Chip capex leads Energy revenue by 3 quarter(s),2,,,,insufficient_observations
AI Chip,Energy,capex_qoq_pct,revenue_usd_m_yoy_pct,4,source capex leads,AI Chip capex leads Energy revenue by 4 quarter(s),1,,,,insufficient_observations
AI Chip,Energy,capex_qoq_pct,revenue_usd_m_yoy_pct,5,source capex leads,AI Chip capex leads Energy revenue by 5 quarter(s),0,,,,insufficient_observations
AI Chip,Energy,capex_qoq_pct,revenue_usd_m_yoy_pct,6,source capex leads,AI Chip capex leads Energy revenue by 6 quarter(s),0,,,,insufficient_observations
AI Chip,Energy,capex_qoq_pct,revenue_usd_m_yoy_pct,7,source capex leads,AI Chip capex leads Energy revenue by 7 quarter(s),0,,,,insufficient_observations
AI Chip,Energy,capex_qoq_pct,revenue_usd_m_yoy_pct,8,source capex leads,AI Chip capex leads Energy revenue by 8 quarter(s),0,,,,insufficient_observations
AI Chip,HW equipment,capex_qoq_pct,revenue_usd_m_yoy_pct,-4,target revenue leads,HW equipment revenue leads AI Chip capex by 4 quarter(s),5,0.12920976596846406,0.016695163621625254,0.004451242987759905,exploratory_low_n_qoq_source
AI Chip,HW equipment,capex_qoq_pct,revenue_usd_m_yoy_pct,-3,target revenue leads,HW equipment revenue leads AI Chip capex by 3 quarter(s),5,0.17637811530043865,0.03110923955693483,0.006402304173780981,exploratory_low_n_qoq_source
AI Chip,HW equipment,capex_qoq_pct,revenue_usd_m_yoy_pct,-2,target revenue leads,HW equipment revenue leads AI Chip capex by 2 quarter(s),5,-0.03671617680133305,0.0013480776389067474,-0.0014512992754142264,exploratory_low_n_qoq_source
AI Chip,HW equipment,capex_qoq_pct,revenue_usd_m_yoy_pct,-1,target revenue leads,HW equipment revenue leads AI Chip capex by 1 quarter(s),5,-0.3462110377286692,0.11986208264516199,-0.2759280474476565,exploratory_low_n_qoq_source
AI Chip,HW equipment,capex_qoq_pct,revenue_usd_m_yoy_pct,0,synchronous,AI Chip capex and HW equipment revenue move in the same quarter,5,-0.13628389982878286,0.018573301352541722,-0.10745232459582424,exploratory_low_n_qoq_source
AI Chip,HW equipment,capex_qoq_pct,revenue_usd_m_yoy_pct,1,source capex leads,AI Chip capex leads HW equipment revenue by 1 quarter(s),5,-0.23902824371321643,0.05713450129262479,-0.1899102861335981,exploratory_low_n_qoq_source
AI Chip,HW equipment,capex_qoq_pct,revenue_usd_m_yoy_pct,2,source capex leads,AI Chip capex leads HW equipment revenue by 2 quarter(s),5,-0.2751026346045382,0.07568145956635806,-0.22072920683151281,exploratory_low_n_qoq_source
AI Chip,HW equipment,capex_qoq_pct,revenue_usd_m_yoy_pct,3,source capex leads,AI Chip capex leads HW equipment revenue by 3 quarter(s),4,0.9911855539096841,0.9824488022792472,0.8131245193610944,exploratory_low_n_qoq_source
AI Chip,HW equipment,capex_qoq_pct,revenue_usd_m_yoy_pct,4,source capex leads,AI Chip capex leads HW equipment revenue by 4 quarter(s),3,,,,insufficient_observations
AI Chip,HW equipment,capex_qoq_pct,revenue_usd_m_yoy_pct,5,source capex leads,AI Chip capex leads HW equipment revenue by 5 quarter(s),2,,,,insufficient_observations
AI Chip,HW equipment,capex_qoq_pct,revenue_usd_m_yoy_pct,6,source capex leads,AI Chip capex leads HW equipment revenue by 6 quarter(s),1,,,,insufficient_observations
AI Chip,HW equipment,capex_qoq_pct,revenue_usd_m_yoy_pct,7,source capex leads,AI Chip capex leads HW equipment revenue by 7 quarter(s),0,,,,insufficient_observations
AI Chip,HW equipment,capex_qoq_pct,revenue_usd_m_yoy_pct,8,source capex leads,AI Chip capex leads HW equipment revenue by 8 quarter(s),0,,,,insufficient_observations
AI Chip,Hyperscalers,capex_qoq_pct,revenue_usd_m_yoy_pct,-4,target revenue leads,Hyperscalers revenue leads AI Chip capex by 4 quarter(s),5,-0.31283402127612636,0.09786512486779188,-0.00846241176282571,exploratory_low_n_qoq_source
AI Chip,Hyperscalers,capex_qoq_pct,revenue_usd_m_yoy_pct,-3,target revenue leads,Hyperscalers revenue leads AI Chip capex by 3 quarter(s),5,-0.3714649071224563,0.13798617722349507,-0.018740494891669165,exploratory_low_n_qoq_source
AI Chip,Hyperscalers,capex_qoq_pct,revenue_usd_m_yoy_pct,-2,target revenue leads,Hyperscalers revenue leads AI Chip capex by 2 quarter(s),5,-0.45552069312478116,0.20749910186488105,-0.02157296376158282,exploratory_low_n_qoq_source
AI Chip,Hyperscalers,capex_qoq_pct,revenue_usd_m_yoy_pct,-1,target revenue leads,Hyperscalers revenue leads AI Chip capex by 1 quarter(s),5,-0.8710368559091919,0.7587052043521703,-0.03647813594637761,exploratory_low_n_qoq_source
AI Chip,Hyperscalers,capex_qoq_pct,revenue_usd_m_yoy_pct,0,synchronous,AI Chip capex and Hyperscalers revenue move in the same quarter,5,0.07061944321014162,0.004987105759310417,0.003906933669315733,exploratory_low_n_qoq_source
AI Chip,Hyperscalers,capex_qoq_pct,revenue_usd_m_yoy_pct,1,source capex leads,AI Chip capex leads Hyperscalers revenue by 1 quarter(s),5,0.5452495281162714,0.2972970479110166,0.04248578774700014,exploratory_low_n_qoq_source
AI Chip,Hyperscalers,capex_qoq_pct,revenue_usd_m_yoy_pct,2,source capex leads,AI Chip capex leads Hyperscalers revenue by 2 quarter(s),5,0.4427496288326729,0.1960272338314696,0.03284769827023307,exploratory_low_n_qoq_source
AI Chip,Hyperscalers,capex_qoq_pct,revenue_usd_m_yoy_pct,3,source capex leads,AI Chip capex leads Hyperscalers revenue by 3 quarter(s),4,0.9477908475145711,0.898307490632389,0.0640057724019185,exploratory_low_n_qoq_source
AI Chip,Hyperscalers,capex_qoq_pct,revenue_usd_m_yoy_pct,4,source capex leads,AI Chip capex leads Hyperscalers revenue by 4 quarter(s),3,,,,insufficient_observations
AI Chip,Hyperscalers,capex_qoq_pct,revenue_usd_m_yoy_pct,5,source capex leads,AI Chip capex leads Hyperscalers revenue by 5 quarter(s),2,,,,insufficient_observations
AI Chip,Hyperscalers,capex_qoq_pct,revenue_usd_m_yoy_pct,6,source capex leads,AI Chip capex leads Hyperscalers revenue by 6 quarter(s),1,,,,insufficient_observations
AI Chip,Hyperscalers,capex_qoq_pct,revenue_usd_m_yoy_pct,7,source capex leads,AI Chip capex leads Hyperscalers revenue by 7 quarter(s),0,,,,insufficient_observations
AI Chip,Hyperscalers,capex_qoq_pct,revenue_usd_m_yoy_pct,8,source capex leads,AI Chip capex leads Hyperscalers revenue by 8 quarter(s),0,,,,insufficient_observations
AI Chip,NAND,capex_qoq_pct,revenue_usd_m_yoy_pct,-4,target revenue leads,NAND revenue leads AI Chip capex by 4 quarter(s),5,0.8433713813623535,0.7112752869010442,0.012184134000924619,exploratory_low_n_qoq_source
AI Chip,NAND,capex_qoq_pct,revenue_usd_m_yoy_pct,-3,target revenue leads,NAND revenue leads AI Chip capex by 3 quarter(s),5,0.6578804696424951,0.43280671233702994,0.005266759209927942,exploratory_low_n_qoq_source
AI Chip,NAND,capex_qoq_pct,revenue_usd_m_yoy_pct,-2,target revenue leads,NAND revenue leads AI Chip capex by 2 quarter(s),5,-0.16391568196583578,0.02686835079432502,-0.0009442340196133351,exploratory_low_n_qoq_source
AI Chip,NAND,capex_qoq_pct,revenue_usd_m_yoy_pct,-1,target revenue leads,NAND revenue leads AI Chip capex by 1 quarter(s),5,-0.42654804330540436,0.18194323324766912,-0.007670001789787945,exploratory_low_n_qoq_source
AI Chip,NAND,capex_qoq_pct,revenue_usd_m_yoy_pct,0,synchronous,AI Chip capex and NAND revenue move in the same quarter,5,-0.5209249532578777,0.27136280692672204,-0.009204813494773917,exploratory_low_n_qoq_source
AI Chip,NAND,capex_qoq_pct,revenue_usd_m_yoy_pct,1,source capex leads,AI Chip capex leads NAND revenue by 1 quarter(s),5,-0.3695675072808597,0.13658014243778827,-0.005376983714506122,exploratory_low_n_qoq_source
AI Chip,NAND,capex_qoq_pct,revenue_usd_m_yoy_pct,2,source capex leads,AI Chip capex leads NAND revenue by 2 quarter(s),5,-0.9079953273972976,0.8244555145753256,-0.014460356372267872,exploratory_low_n_qoq_source
AI Chip,NAND,capex_qoq_pct,revenue_usd_m_yoy_pct,3,source capex leads,AI Chip capex leads NAND revenue by 3 quarter(s),4,0.5328004663890507,0.2838763369843899,0.004451839851795671,exploratory_low_n_qoq_source
AI Chip,NAND,capex_qoq_pct,revenue_usd_m_yoy_pct,4,source capex leads,AI Chip capex leads NAND revenue by 4 quarter(s),3,,,,insufficient_observations
AI Chip,NAND,capex_qoq_pct,revenue_usd_m_yoy_pct,5,source capex leads,AI Chip capex leads NAND revenue by 5 quarter(s),2,,,,insufficient_observations
AI Chip,NAND,capex_qoq_pct,revenue_usd_m_yoy_pct,6,source capex leads,AI Chip capex leads NAND revenue by 6 quarter(s),1,,,,insufficient_observations
AI Chip,NAND,capex_qoq_pct,revenue_usd_m_yoy_pct,7,source capex leads,AI Chip capex leads NAND revenue by 7 quarter(s),0,,,,insufficient_observations
AI Chip,NAND,capex_qoq_pct,revenue_usd_m_yoy_pct,8,source capex leads,AI Chip capex leads NAND revenue by 8 quarter(s),0,,,,insufficient_observations
AI Chip,Neocloud,capex_qoq_pct,revenue_usd_m_yoy_pct,-4,target revenue leads,Neocloud revenue leads AI Chip capex by 4 quarter(s),0,,,,insufficient_observations
AI Chip,Neocloud,capex_qoq_pct,revenue_usd_m_yoy_pct,-3,target revenue leads,Neocloud revenue leads AI Chip capex by 3 quarter(s),0,,,,insufficient_observations
AI Chip,Neocloud,capex_qoq_pct,revenue_usd_m_yoy_pct,-2,target revenue leads,Neocloud revenue leads AI Chip capex by 2 quarter(s),0,,,,insufficient_observations
AI Chip,Neocloud,capex_qoq_pct,revenue_usd_m_yoy_pct,-1,target revenue leads,Neocloud revenue leads AI Chip capex by 1 quarter(s),0,,,,insufficient_observations
AI Chip,Neocloud,capex_qoq_pct,revenue_usd_m_yoy_pct,0,synchronous,AI Chip capex and Neocloud revenue move in the same quarter,1,,,,insufficient_observations
AI Chip,Neocloud,capex_qoq_pct,revenue_usd_m_yoy_pct,1,source capex leads,AI Chip capex leads Neocloud revenue by 1 quarter(s),2,,,,insufficient_observations
AI Chip,Neocloud,capex_qoq_pct,revenue_usd_m_yoy_pct,2,source capex leads,AI Chip capex leads Neocloud revenue by 2 quarter(s),3,,,,insufficient_observations
AI Chip,Neocloud,capex_qoq_pct,revenue_usd_m_yoy_pct,3,source capex leads,AI Chip capex leads Neocloud revenue by 3 quarter(s),3,,,,insufficient_observations
AI Chip,Neocloud,capex_qoq_pct,revenue_usd_m_yoy_pct,4,source capex leads,AI Chip capex leads Neocloud revenue by 4 quarter(s),3,,,,insufficient_observations
AI Chip,Neocloud,capex_qoq_pct,revenue_usd_m_yoy_pct,5,source capex leads,AI Chip capex leads Neocloud revenue by 5 quarter(s),2,,,,insufficient_observations
AI Chip,Neocloud,capex_qoq_pct,revenue_usd_m_yoy_pct,6,source capex leads,AI Chip capex leads Neocloud revenue by 6 quarter(s),1,,,,insufficient_observations
AI Chip,Neocloud,capex_qoq_pct,revenue_usd_m_yoy_pct,7,source capex leads,AI Chip capex leads Neocloud revenue by 7 quarter(s),0,,,,insufficient_observations
AI Chip,Neocloud,capex_qoq_pct,revenue_usd_m_yoy_pct,8,source capex leads,AI Chip capex leads Neocloud revenue by 8 quarter(s),0,,,,insufficient_observations
AI Chip,OSAT / packiging,capex_qoq_pct,revenue_usd_m_yoy_pct,-4,target revenue leads,OSAT / packiging revenue leads AI Chip capex by 4 quarter(s),5,-0.307896572562041,0.09480029939545218,-2.899831187595634,exploratory_low_n_qoq_source
AI Chip,OSAT / packiging,capex_qoq_pct,revenue_usd_m_yoy_pct,-3,target revenue leads,OSAT / packiging revenue leads AI Chip capex by 3 quarter(s),5,-0.3744114148426714,0.14018390756449095,-4.480740202736887,exploratory_low_n_qoq_source
AI Chip,OSAT / packiging,capex_qoq_pct,revenue_usd_m_yoy_pct,-2,target revenue leads,OSAT / packiging revenue leads AI Chip capex by 2 quarter(s),5,-0.5745757954469709,0.33013734471351935,-6.7984003438780505,exploratory_low_n_qoq_source
AI Chip,OSAT / packiging,capex_qoq_pct,revenue_usd_m_yoy_pct,-1,target revenue leads,OSAT / packiging revenue leads AI Chip capex by 1 quarter(s),5,-0.5873577773009143,0.3449891585558705,-6.690696836763475,exploratory_low_n_qoq_source
AI Chip,OSAT / packiging,capex_qoq_pct,revenue_usd_m_yoy_pct,0,synchronous,AI Chip capex and OSAT / packiging revenue move in the same quarter,5,0.3271747573641117,0.10704332185626537,3.7912814860210675,exploratory_low_n_qoq_source
