section,target_metric,target_metric_label,target_transform,lag_quarters,lag_interpretation,observations,corr,r_squared,beta_target_per_1_capex_yoy
AI Chip,gross_profit_usd_m,Gross profit,YoY %,6,Hyperscaler capex leads target by 6 quarter(s),25,-0.39924651221966545,0.15939777751956746,-2.837947836493619
AI Chip,gross_profit_usd_m,Gross profit,YoY %,7,Hyperscaler capex leads target by 7 quarter(s),24,-0.1408936232245605,0.019851013065344415,-1.0123606458448922
AI Chip,gross_profit_usd_m,Gross profit,YoY %,8,Hyperscaler capex leads target by 8 quarter(s),23,-0.007114324240689967,5.0613609401668876e-05,-0.051188989106495456
AI Chip,operating_income_usd_m,Operating income,YoY delta USDm,-4,Target leads hyperscaler capex by 4 quarter(s),25,-0.4218635078131716,0.17796881922443392,-1113.4784859695196
AI Chip,operating_income_usd_m,Operating income,YoY delta USDm,-3,Target leads hyperscaler capex by 3 quarter(s),26,-0.029542381904274034,0.0008727523285779778,-98.36453943641119
AI Chip,operating_income_usd_m,Operating income,YoY delta USDm,-2,Target leads hyperscaler capex by 2 quarter(s),27,-0.0019354645916235154,3.7460231854283813e-06,-15.15835780257424
AI Chip,operating_income_usd_m,Operating income,YoY delta USDm,-1,Target leads hyperscaler capex by 1 quarter(s),28,0.46449492088158073,0.21575553152478594,3725.7715479853805
AI Chip,operating_income_usd_m,Operating income,YoY delta USDm,0,Same quarter,29,0.7638784083439121,0.5835102227340285,6131.944565190193
AI Chip,operating_income_usd_m,Operating income,YoY delta USDm,1,Hyperscaler capex leads target by 1 quarter(s),29,0.3384335713619139,0.11453728222477966,2761.602317095729
AI Chip,operating_income_usd_m,Operating income,YoY delta USDm,2,Hyperscaler capex leads target by 2 quarter(s),29,0.264230966586015,0.06981800370297979,3032.7491288047795
AI Chip,operating_income_usd_m,Operating income,YoY delta USDm,3,Hyperscaler capex leads target by 3 quarter(s),28,-0.15403428561698365,0.023726561145534498,-1784.9546233568478
AI Chip,operating_income_usd_m,Operating income,YoY delta USDm,4,Hyperscaler capex leads target by 4 quarter(s),27,-0.7618433601392268,0.5804053053882277,-7496.331488707385
AI Chip,operating_income_usd_m,Operating income,YoY delta USDm,5,Hyperscaler capex leads target by 5 quarter(s),26,-0.28340868581030865,0.08032048319272624,-6291.832012141957
AI Chip,operating_income_usd_m,Operating income,YoY delta USDm,6,Hyperscaler capex leads target by 6 quarter(s),25,-0.17263115146037544,0.029801514454535088,-3917.3940240978445
AI Chip,operating_income_usd_m,Operating income,YoY delta USDm,7,Hyperscaler capex leads target by 7 quarter(s),24,-0.2988258346302165,0.0892968794424455,-6915.925416503506
AI Chip,operating_income_usd_m,Operating income,YoY delta USDm,8,Hyperscaler capex leads target by 8 quarter(s),23,-0.1883623242397686,0.035480365193007714,-3054.195973234071
AI Chip,net_income_usd_m,Net income,YoY delta USDm,-4,Target leads hyperscaler capex by 4 quarter(s),25,-0.4405523228810431,0.19408634919588288,-1017.3938166657895
AI Chip,net_income_usd_m,Net income,YoY delta USDm,-3,Target leads hyperscaler capex by 3 quarter(s),26,0.047789796536874235,0.002283864653035837,141.31276562844565
AI Chip,net_income_usd_m,Net income,YoY delta USDm,-2,Target leads hyperscaler capex by 2 quarter(s),27,0.02004033423489895,0.00040161499624646294,144.58316296857933
AI Chip,net_income_usd_m,Net income,YoY delta USDm,-1,Target leads hyperscaler capex by 1 quarter(s),28,0.47798379796250445,0.22846851111466027,3517.584194024781
AI Chip,net_income_usd_m,Net income,YoY delta USDm,0,Same quarter,29,0.7827034706123969,0.6126247229086912,5736.5135580443
AI Chip,net_income_usd_m,Net income,YoY delta USDm,1,Hyperscaler capex leads target by 1 quarter(s),29,0.3155915020942994,0.0995979961941362,2346.3995993712924
AI Chip,net_income_usd_m,Net income,YoY delta USDm,2,Hyperscaler capex leads target by 2 quarter(s),29,0.24316777726180977,0.05913056789844913,2564.5469159452205
AI Chip,net_income_usd_m,Net income,YoY delta USDm,3,Hyperscaler capex leads target by 3 quarter(s),28,-0.1716931669050323,0.029478543561879282,-1829.9165775810907
AI Chip,net_income_usd_m,Net income,YoY delta USDm,4,Hyperscaler capex leads target by 4 quarter(s),27,-0.7951378384283473,0.6322441821005045,-7145.752911735067
AI Chip,net_income_usd_m,Net income,YoY delta USDm,5,Hyperscaler capex leads target by 5 quarter(s),26,-0.31985765395793,0.10230891879547088,-6552.279336051229
AI Chip,net_income_usd_m,Net income,YoY delta USDm,6,Hyperscaler capex leads target by 6 quarter(s),25,-0.18444438025585086,0.0340197294079649,-3861.768669009191
AI Chip,net_income_usd_m,Net income,YoY delta USDm,7,Hyperscaler capex leads target by 7 quarter(s),24,-0.2746596035480784,0.0754378978211876,-5852.811685225346
AI Chip,net_income_usd_m,Net income,YoY delta USDm,8,Hyperscaler capex leads target by 8 quarter(s),23,-0.1420768111784878,0.020185820274647676,-2103.143553762672
AI Platforms,revenue_usd_m,Revenue,YoY %,-4,Target leads hyperscaler capex by 4 quarter(s),25,-0.10153027649186956,0.01030839704451548,-0.008539804520473817
AI Platforms,revenue_usd_m,Revenue,YoY %,-3,Target leads hyperscaler capex by 3 quarter(s),26,-0.04982400810459981,0.0024824317836072275,-0.004144204395401601
AI Platforms,revenue_usd_m,Revenue,YoY %,-2,Target leads hyperscaler capex by 2 quarter(s),27,-0.03331935502364558,0.001110179419191736,-0.003315398134041757
AI Platforms,revenue_usd_m,Revenue,YoY %,-1,Target leads hyperscaler capex by 1 quarter(s),28,0.17261052655153886,0.0297943938763995,0.017034017283857467
AI Platforms,revenue_usd_m,Revenue,YoY %,0,Same quarter,29,0.43902559757331133,0.19274347532460312,0.06445247692791252
AI Platforms,revenue_usd_m,Revenue,YoY %,1,Hyperscaler capex leads target by 1 quarter(s),29,0.06543246806298891,0.004281407876814064,0.01300522074097274
AI Platforms,revenue_usd_m,Revenue,YoY %,2,Hyperscaler capex leads target by 2 quarter(s),29,-0.40721314481882187,0.1658225453132348,-0.09873069249164174
AI Platforms,revenue_usd_m,Revenue,YoY %,3,Hyperscaler capex leads target by 3 quarter(s),28,-0.6621570463767772,0.43845195406641746,-0.16333039152741374
AI Platforms,revenue_usd_m,Revenue,YoY %,4,Hyperscaler capex leads target by 4 quarter(s),27,-0.4980977823127765,0.2481014007449061,-0.13132467362577877
AI Platforms,revenue_usd_m,Revenue,YoY %,5,Hyperscaler capex leads target by 5 quarter(s),26,-0.20978738673703393,0.04401074763395384,-0.09972960424041599
AI Platforms,revenue_usd_m,Revenue,YoY %,6,Hyperscaler capex leads target by 6 quarter(s),25,0.018654565680202274,0.0003479928207169805,0.008969122145174065
AI Platforms,revenue_usd_m,Revenue,YoY %,7,Hyperscaler capex leads target by 7 quarter(s),24,0.12506437547139534,0.015641098012050155,0.059845057412710054
AI Platforms,revenue_usd_m,Revenue,YoY %,8,Hyperscaler capex leads target by 8 quarter(s),23,0.16316872341045255,0.026624032299396767,0.0783390246897334
AI Platforms,gross_profit_usd_m,Gross profit,YoY %,-4,Target leads hyperscaler capex by 4 quarter(s),25,-0.1625052068381897,0.026407942249522816,-0.012002324391933765
AI Platforms,gross_profit_usd_m,Gross profit,YoY %,-3,Target leads hyperscaler capex by 3 quarter(s),26,-0.054468149482040776,0.002966779307997939,-0.003980295734658596
AI Platforms,gross_profit_usd_m,Gross profit,YoY %,-2,Target leads hyperscaler capex by 2 quarter(s),27,0.013630864929663677,0.00018580047873073517,0.0013280920252379392
AI Platforms,gross_profit_usd_m,Gross profit,YoY %,-1,Target leads hyperscaler capex by 1 quarter(s),28,0.2185786750444747,0.04777663718419807,0.021126353292751518
AI Platforms,gross_profit_usd_m,Gross profit,YoY %,0,Same quarter,29,0.43903684926051384,0.19275335500859916,0.06158147483435076
AI Platforms,gross_profit_usd_m,Gross profit,YoY %,1,Hyperscaler capex leads target by 1 quarter(s),29,0.024544546607381167,0.0006024347681619064,0.004782630785184185
AI Platforms,gross_profit_usd_m,Gross profit,YoY %,2,Hyperscaler capex leads target by 2 quarter(s),29,-0.42416198042515957,0.17991338563819345,-0.10227573577001633
AI Platforms,gross_profit_usd_m,Gross profit,YoY %,3,Hyperscaler capex leads target by 3 quarter(s),28,-0.7034314903275591,0.4948158615844509,-0.17208148068155443
AI Platforms,gross_profit_usd_m,Gross profit,YoY %,4,Hyperscaler capex leads target by 4 quarter(s),27,-0.517343178755786,0.2676439646051411,-0.13526204507907594
AI Platforms,gross_profit_usd_m,Gross profit,YoY %,5,Hyperscaler capex leads target by 5 quarter(s),26,-0.15699031497398466,0.024645958995630914,-0.07399094438702901
AI Platforms,gross_profit_usd_m,Gross profit,YoY %,6,Hyperscaler capex leads target by 6 quarter(s),25,0.05568844850153941,0.003101203296508607,0.026665398695606794
AI Platforms,gross_profit_usd_m,Gross profit,YoY %,7,Hyperscaler capex leads target by 7 quarter(s),24,0.1979551504543479,0.039186241591403506,0.09528582596925966
AI Platforms,gross_profit_usd_m,Gross profit,YoY %,8,Hyperscaler capex leads target by 8 quarter(s),23,0.26406149694879266,0.06972847417083723,0.1282092587077957
AI Platforms,operating_income_usd_m,Operating income,YoY delta USDm,-4,Target leads hyperscaler capex by 4 quarter(s),25,-0.203043752553203,0.041226765450886334,-96.02030171173446
AI Platforms,operating_income_usd_m,Operating income,YoY delta USDm,-3,Target leads hyperscaler capex by 3 quarter(s),26,0.045343161913289555,0.0020560023322947923,26.0890980775932
AI Platforms,operating_income_usd_m,Operating income,YoY delta USDm,-2,Target leads hyperscaler capex by 2 quarter(s),27,0.05067264719414449,0.0025677171736622397,76.10165725859093
AI Platforms,operating_income_usd_m,Operating income,YoY delta USDm,-1,Target leads hyperscaler capex by 1 quarter(s),28,0.44832040122248157,0.20099118215228684,686.0597492193679
AI Platforms,operating_income_usd_m,Operating income,YoY delta USDm,0,Same quarter,29,0.8207620796238329,0.673650391348439,1245.4875026566037
AI Platforms,operating_income_usd_m,Operating income,YoY delta USDm,1,Hyperscaler capex leads target by 1 quarter(s),29,0.29783108594074564,0.08870335575264382,477.25752386595957
AI Platforms,operating_income_usd_m,Operating income,YoY delta USDm,2,Hyperscaler capex leads target by 2 quarter(s),29,-0.02422304464250113,0.0005867558917526028,-55.938479992290986
AI Platforms,operating_income_usd_m,Operating income,YoY delta USDm,3,Hyperscaler capex leads target by 3 quarter(s),28,-0.44348865984395636,0.19668219141018842,-1042.4931988276614
AI Platforms,operating_income_usd_m,Operating income,YoY delta USDm,4,Hyperscaler capex leads target by 4 quarter(s),27,-0.7090471898402638,0.5027479174203752,-1781.9986719340334
AI Platforms,operating_income_usd_m,Operating income,YoY delta USDm,5,Hyperscaler capex leads target by 5 quarter(s),26,-0.3563675230218794,0.12699781146474975,-1615.6094905734137
AI Platforms,operating_income_usd_m,Operating income,YoY delta USDm,6,Hyperscaler capex leads target by 6 quarter(s),25,-0.03043078022059858,0.0009260323848343737,-140.18203987794766
AI Platforms,operating_income_usd_m,Operating income,YoY delta USDm,7,Hyperscaler capex leads target by 7 quarter(s),24,-0.12588949682033948,0.015848165409678264,-586.9989231675058
AI Platforms,operating_income_usd_m,Operating income,YoY delta USDm,8,Hyperscaler capex leads target by 8 quarter(s),23,0.10377021156425346,0.010768256808089923,488.19161750792756
AI Platforms,net_income_usd_m,Net income,YoY delta USDm,-4,Target leads hyperscaler capex by 4 quarter(s),25,0.21755722571591618,0.0473311464612061,293.7256125323993
AI Platforms,net_income_usd_m,Net income,YoY delta USDm,-3,Target leads hyperscaler capex by 3 quarter(s),26,0.5854218369611277,0.3427187271909412,804.1401594677834
AI Platforms,net_income_usd_m,Net income,YoY delta USDm,-2,Target leads hyperscaler capex by 2 quarter(s),27,0.04926595756164273,0.002427134574465583,92.10600607041488
AI Platforms,net_income_usd_m,Net income,YoY delta USDm,-1,Target leads hyperscaler capex by 1 quarter(s),28,0.06207724038092403,0.003853583773311025,116.75755330501532
AI Platforms,net_income_usd_m,Net income,YoY delta USDm,0,Same quarter,29,0.5819187541887274,0.3386294364765606,1090.365055510509
AI Platforms,net_income_usd_m,Net income,YoY delta USDm,1,Hyperscaler capex leads target by 1 quarter(s),29,0.21535901424489665,0.046379505016533595,405.5621881916046
AI Platforms,net_income_usd_m,Net income,YoY delta USDm,2,Hyperscaler capex leads target by 2 quarter(s),29,-0.0748586586791651,0.00560381877924374,-188.88170543444986
AI Platforms,net_income_usd_m,Net income,YoY delta USDm,3,Hyperscaler capex leads target by 3 quarter(s),28,-0.3348805453640918,0.11214497966335153,-858.4822884316235
AI Platforms,net_income_usd_m,Net income,YoY delta USDm,4,Hyperscaler capex leads target by 4 quarter(s),27,-0.5650479443212892,0.3192791793817148,-1545.1347805974135
AI Platforms,net_income_usd_m,Net income,YoY delta USDm,5,Hyperscaler capex leads target by 5 quarter(s),26,-0.37105896276434347,0.13768475384775045,-1829.582262088235
AI Platforms,net_income_usd_m,Net income,YoY delta USDm,6,Hyperscaler capex leads target by 6 quarter(s),25,0.06486324073512297,0.004207239998662515,324.48455770493786
AI Platforms,net_income_usd_m,Net income,YoY delta USDm,7,Hyperscaler capex leads target by 7 quarter(s),24,0.011710611993425827,0.00013713843326056883,59.172321578135936
AI Platforms,net_income_usd_m,Net income,YoY delta USDm,8,Hyperscaler capex leads target by 8 quarter(s),23,-0.06644792737710846,0.0044153270527134796,-338.4350572785812
AI Software,revenue_usd_m,Revenue,YoY %,-4,Target leads hyperscaler capex by 4 quarter(s),24,0.2060991587330223,0.042476863230459516,0.07163021878362301
AI Software,revenue_usd_m,Revenue,YoY %,-3,Target leads hyperscaler capex by 3 quarter(s),25,0.712434180014919,0.50756246085353,0.27935016932227397
AI Software,revenue_usd_m,Revenue,YoY %,-2,Target leads hyperscaler capex by 2 quarter(s),26,0.7022593731041684,0.4931682271126596,0.2883477158034112
AI Software,revenue_usd_m,Revenue,YoY %,-1,Target leads hyperscaler capex by 1 quarter(s),27,0.5509183700725068,0.30351105048334753,0.25262128383865573
AI Software,revenue_usd_m,Revenue,YoY %,0,Same quarter,28,0.2780096980380251,0.0772893922031939,0.13797969720777195
AI Software,revenue_usd_m,Revenue,YoY %,1,Hyperscaler capex leads target by 1 quarter(s),27,-0.3629007696051888,0.13169696858003832,-0.19163482255929193
AI Software,revenue_usd_m,Revenue,YoY %,2,Hyperscaler capex leads target by 2 quarter(s),26,-0.44360575150349674,0.1967860627669821,-0.42147149736203354
AI Software,revenue_usd_m,Revenue,YoY %,3,Hyperscaler capex leads target by 3 quarter(s),25,-0.28906727082983147,0.08355988706500714,-0.2778259856942068
AI Software,revenue_usd_m,Revenue,YoY %,4,Hyperscaler capex leads target by 4 quarter(s),24,-0.4647177467996226,0.21596258419051811,-0.4507158128485145
AI Software,revenue_usd_m,Revenue,YoY %,5,Hyperscaler capex leads target by 5 quarter(s),23,-0.2987224932009577,0.0892351279441962,-0.28079663541426386
AI Software,revenue_usd_m,Revenue,YoY %,6,Hyperscaler capex leads target by 6 quarter(s),22,0.0482131454194792,0.002324507391239848,0.0459620076422947
AI Software,revenue_usd_m,Revenue,YoY %,7,Hyperscaler capex leads target by 7 quarter(s),21,0.11658990198173996,0.013593205244111731,0.117199491017772
AI Software,revenue_usd_m,Revenue,YoY %,8,Hyperscaler capex leads target by 8 quarter(s),20,0.1555683249822574,0.02420150373778525,0.15646312551277364
AI Software,gross_profit_usd_m,Gross profit,YoY %,-4,Target leads hyperscaler capex by 4 quarter(s),0,,,
AI Software,gross_profit_usd_m,Gross profit,YoY %,-3,Target leads hyperscaler capex by 3 quarter(s),0,,,
AI Software,gross_profit_usd_m,Gross profit,YoY %,-2,Target leads hyperscaler capex by 2 quarter(s),0,,,
AI Software,gross_profit_usd_m,Gross profit,YoY %,-1,Target leads hyperscaler capex by 1 quarter(s),0,,,
AI Software,gross_profit_usd_m,Gross profit,YoY %,0,Same quarter,1,,,
AI Software,gross_profit_usd_m,Gross profit,YoY %,1,Hyperscaler capex leads target by 1 quarter(s),1,,,
AI Software,gross_profit_usd_m,Gross profit,YoY %,2,Hyperscaler capex leads target by 2 quarter(s),1,,,
AI Software,gross_profit_usd_m,Gross profit,YoY %,3,Hyperscaler capex leads target by 3 quarter(s),1,,,
AI Software,gross_profit_usd_m,Gross profit,YoY %,4,Hyperscaler capex leads target by 4 quarter(s),1,,,
AI Software,gross_profit_usd_m,Gross profit,YoY %,5,Hyperscaler capex leads target by 5 quarter(s),1,,,
AI Software,gross_profit_usd_m,Gross profit,YoY %,6,Hyperscaler capex leads target by 6 quarter(s),1,,,
AI Software,gross_profit_usd_m,Gross profit,YoY %,7,Hyperscaler capex leads target by 7 quarter(s),1,,,
AI Software,gross_profit_usd_m,Gross profit,YoY %,8,Hyperscaler capex leads target by 8 quarter(s),1,,,
AI Software,operating_income_usd_m,Operating income,YoY delta USDm,-4,Target leads hyperscaler capex by 4 quarter(s),24,0.46831361881422556,0.21931764556687577,1613.4211718872052
AI Software,operating_income_usd_m,Operating income,YoY delta USDm,-3,Target leads hyperscaler capex by 3 quarter(s),25,0.7011600155995018,0.4916253674754936,2661.9758441371746
AI Software,operating_income_usd_m,Operating income,YoY delta USDm,-2,Target leads hyperscaler capex by 2 quarter(s),26,0.6262141580045849,0.39214417168539123,2486.989916986956
AI Software,operating_income_usd_m,Operating income,YoY delta USDm,-1,Target leads hyperscaler capex by 1 quarter(s),27,0.5112451867032196,0.2613716409272099,2218.603124071748
AI Software,operating_income_usd_m,Operating income,YoY delta USDm,0,Same quarter,28,0.09748277421396226,0.009502891268450345,523.0932746796093
AI Software,operating_income_usd_m,Operating income,YoY delta USDm,1,Hyperscaler capex leads target by 1 quarter(s),27,-0.5499267022382825,0.30241937783467265,-3154.992158887597
AI Software,operating_income_usd_m,Operating income,YoY delta USDm,2,Hyperscaler capex leads target by 2 quarter(s),26,-0.4698807122753652,0.22078788376840455,-4862.693192117969
AI Software,operating_income_usd_m,Operating income,YoY delta USDm,3,Hyperscaler capex leads target by 3 quarter(s),25,-0.2582144232040016,0.06667468835057525,-2715.1132824921683
AI Software,operating_income_usd_m,Operating income,YoY delta USDm,4,Hyperscaler capex leads target by 4 quarter(s),24,-0.4338363225681329,0.18821395477944108,-4617.490879402536
AI Software,operating_income_usd_m,Operating income,YoY delta USDm,5,Hyperscaler capex leads target by 5 quarter(s),23,-0.08589877966605418,0.007378600348117323,-922.0321961943374
AI Software,operating_income_usd_m,Operating income,YoY delta USDm,6,Hyperscaler capex leads target by 6 quarter(s),22,0.2796484711451877,0.07820326741384089,3056.084639554637
AI Software,operating_income_usd_m,Operating income,YoY delta USDm,7,Hyperscaler capex leads target by 7 quarter(s),21,0.23372261697286595,0.054626261684645,2699.423660670974
AI Software,operating_income_usd_m,Operating income,YoY delta USDm,8,Hyperscaler capex leads target by 8 quarter(s),20,0.324093037357811,0.10503629686381145,3743.86989900635
AI Software,net_income_usd_m,Net income,YoY delta USDm,-4,Target leads hyperscaler capex by 4 quarter(s),24,0.49729727166922116,0.24730457640965114,1946.7350095952
AI Software,net_income_usd_m,Net income,YoY delta USDm,-3,Target leads hyperscaler capex by 3 quarter(s),25,0.7655235040217556,0.5860262352097468,3513.429198537249
AI Software,net_income_usd_m,Net income,YoY delta USDm,-2,Target leads hyperscaler capex by 2 quarter(s),26,0.5026769299496768,0.25268409590363233,2344.4264536717865
AI Software,net_income_usd_m,Net income,YoY delta USDm,-1,Target leads hyperscaler capex by 1 quarter(s),27,0.11843164599960083,0.014026054774174769,595.7307839559606
AI Software,net_income_usd_m,Net income,YoY delta USDm,0,Same quarter,28,0.05538854857272523,0.0030678913129931424,334.60778106944565
AI Software,net_income_usd_m,Net income,YoY delta USDm,1,Hyperscaler capex leads target by 1 quarter(s),27,-0.5059779187714318,0.2560136542842697,-3268.3057014098385
AI Software,net_income_usd_m,Net income,YoY delta USDm,2,Hyperscaler capex leads target by 2 quarter(s),26,-0.5487978012845783,0.3011790266947875,-6394.733287046584
AI Software,net_income_usd_m,Net income,YoY delta USDm,3,Hyperscaler capex leads target by 3 quarter(s),25,-0.2311371784896062,0.05342439528013607,-2736.457124270581
AI Software,net_income_usd_m,Net income,YoY delta USDm,4,Hyperscaler capex leads target by 4 quarter(s),24,-0.33928502612404543,0.1151143289519942,-4065.6569636998684
AI Software,net_income_usd_m,Net income,YoY delta USDm,5,Hyperscaler capex leads target by 5 quarter(s),23,-0.09615999824037973,0.009246745261589832,-1159.0831040464623
AI Software,net_income_usd_m,Net income,YoY delta USDm,6,Hyperscaler capex leads target by 6 quarter(s),22,0.3324582423056792,0.11052848287698172,4078.8976762522907
AI Software,net_income_usd_m,Net income,YoY delta USDm,7,Hyperscaler capex leads target by 7 quarter(s),21,0.368817071394447,0.13602603215197664,4782.23848810015
AI Software,net_income_usd_m,Net income,YoY delta USDm,8,Hyperscaler capex leads target by 8 quarter(s),20,0.24087469487894186,0.058020618633023345,3124.763062460824
CPU,revenue_usd_m,Revenue,YoY %,-4,Target leads hyperscaler capex by 4 quarter(s),25,0.02413558992454144,0.0005825267010056263,0.0034476823057210167
CPU,revenue_usd_m,Revenue,YoY %,-3,Target leads hyperscaler capex by 3 quarter(s),26,0.04428780091363037,0.0019614093097653587,0.006258300416888403
CPU,revenue_usd_m,Revenue,YoY %,-2,Target leads hyperscaler capex by 2 quarter(s),27,0.16592078227739718,0.027529705991543436,0.0232770953475785
CPU,revenue_usd_m,Revenue,YoY %,-1,Target leads hyperscaler capex by 1 quarter(s),28,0.2026414467483782,0.041063555940275796,0.02820453898611707
CPU,revenue_usd_m,Revenue,YoY %,0,Same quarter,29,0.22350356050873332,0.049953841560081015,0.04880826698203193
CPU,revenue_usd_m,Revenue,YoY %,1,Hyperscaler capex leads target by 1 quarter(s),29,-0.0679945084437044,0.004623253178500989,-0.01845982086301967
CPU,revenue_usd_m,Revenue,YoY %,2,Hyperscaler capex leads target by 2 quarter(s),28,-0.6617406487681329,0.4379006862320694,-0.1803784141425509
CPU,revenue_usd_m,Revenue,YoY %,3,Hyperscaler capex leads target by 3 quarter(s),27,-0.5950693772943408,0.3541075637934746,-0.17317837960828408
CPU,revenue_usd_m,Revenue,YoY %,4,Hyperscaler capex leads target by 4 quarter(s),26,-0.1379431091228603,0.019028301354481348,-0.07209712248035241
CPU,revenue_usd_m,Revenue,YoY %,5,Hyperscaler capex leads target by 5 quarter(s),25,0.058259703524696206,0.0033941930547854997,0.030445277487340997
CPU,revenue_usd_m,Revenue,YoY %,6,Hyperscaler capex leads target by 6 quarter(s),24,0.08277969118653412,0.006852477272937955,0.04369402936197134
CPU,revenue_usd_m,Revenue,YoY %,7,Hyperscaler capex leads target by 7 quarter(s),23,0.40226270588091784,0.1618152845426378,0.21151059755592153
CPU,revenue_usd_m,Revenue,YoY %,8,Hyperscaler capex leads target by 8 quarter(s),22,0.3792294442415877,0.1438149713797835,0.1951124188293489
CPU,gross_profit_usd_m,Gross profit,YoY %,-4,Target leads hyperscaler capex by 4 quarter(s),25,0.2702983558246506,0.07306120116150944,0.057628034613694035
CPU,gross_profit_usd_m,Gross profit,YoY %,-3,Target leads hyperscaler capex by 3 quarter(s),26,0.2834887938903515,0.08036589626140618,0.06408140389837476
CPU,gross_profit_usd_m,Gross profit,YoY %,-2,Target leads hyperscaler capex by 2 quarter(s),27,0.06347232766494627,0.004028736379206304,0.014250608766327857
CPU,gross_profit_usd_m,Gross profit,YoY %,-1,Target leads hyperscaler capex by 1 quarter(s),28,0.04355741823563991,0.0018972486833544562,0.011616540998227308
CPU,gross_profit_usd_m,Gross profit,YoY %,0,Same quarter,29,-0.036731609336343264,0.0013492111244377397,-0.010932944741645925
CPU,gross_profit_usd_m,Gross profit,YoY %,1,Hyperscaler capex leads target by 1 quarter(s),29,-0.4417245569472474,0.195120584210242,-0.13814626655902465
CPU,gross_profit_usd_m,Gross profit,YoY %,2,Hyperscaler capex leads target by 2 quarter(s),28,-0.5006434470638275,0.2506438610879514,-0.1563817359666441
CPU,gross_profit_usd_m,Gross profit,YoY %,3,Hyperscaler capex leads target by 3 quarter(s),27,-0.3039331129669344,0.09237533715777133,-0.10117508299016954
